sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,label
0.19409269698080234,8.65073457126218,0.0,0.0,1.90847885193582,0.0,0.0,0.059217975433475845,0.0,0.0,3.282775013562857,0.0,1.2792566501648084,0.0,0.0,0.0,0.0,4.599810034521445,17.308288907693285,14.762346975979018,12.727870465752593,14.17808587103265,0.0,4.448684814770833,9.113951059574106,24.316402008171824,60.485523541534164,58.00843327825501,61.25586890264373,39.64147257288239,22.97989388667525,4.093485714143539,5.743265680835079,33.391484644119544,77.57679859172895,79.25208929220112,80.9880996010492,69.31406334506069,25.730664299602193,0.0,8.9414732354008,16.475001908762355,36.70665156589925,55.154048687276784,46.43939527192806,33.732440797542964,16.92294731806218,2.0341636358428015,3.9824503190881346,10.540874599675318,9.353178620581131,11.001751252903587,3.9335163191278486,13.775944276658599,1.783490987462828,0.0,0.0,2.1881173628757535,0.0,0.0,0.0,0.0,0.0,1.03613705829872,0
4.569324239030661,1.104497065223171,5.563533279038582,6.312423027646774,0.0,0.19588125418437174,2.9209706489165335,0.0,0.0,2.4778669273188036,2.1351812616629338,0.0,0.0,2.788906827531404,0.0,0.0,8.371839273478663,0.9625250254304869,7.674260793090431,0.9968751881270679,0.6490375247580111,3.4285178449527574,4.813469100385059,0.0,4.308092048673634,11.56227638612198,22.024442698685814,23.363181894592365,16.852422201178058,24.830335695949266,0.07137488809301029,3.3588589423313975,10.31917494268125,24.414460609941067,42.33694599033636,46.991476811490614,44.54232916009888,44.90836897789957,22.009679055992756,0.0,6.4418296188595665,17.15684879850069,47.11809560209724,63.72085411397836,62.32555455625831,54.45091382077613,25.585800775253386,8.233008204227882,0.0,14.798178259781498,28.259165983060903,33.98915351089123,39.07283668594596,28.85438543547674,12.351656613265238,0.0,1.0156348065417147,9.472798475204943,7.5447146827138685,7.719760712214733,12.328212209080338,12.21506320192897,6.680033423233125,0.0,4
3.6159297866236155,0.2795745824195244,0.0,0.0,1.5774843374977299,8.209308974613826,1.8253937489328589,0.0,5.977453938005546,0.4884137562432786,5.460426623906939,0.6894851755814205,0.0,5.305300618809719,5.632751559618543,0.0,0.0,6.089606665859029,9.463399392340946,8.380290564949574,6.280444558307845,10.921564450278854,3.083938698180082,0.0,5.367284750100603,34.03438221564616,49.23355419466141,50.775441335988866,42.26361060019044,28.64510396581767,19.85240944572988,5.084700323404216,14.430097627734943,56.177196782374025,100.0,100.0,100.0,67.0500469817075,26.569445321455046,11.645837129774247,16.237540178643922,52.47206097925623,80.74669314864153,87.61374606743725,78.0200788688011,54.66217335526756,21.77223506776657,6.154297619691055,5.326158615843035,13.445646036167886,31.023910074033502,19.98381657553522,26.542454306108514,11.852835644192231,3.174396997794638,0.0,2.9052988729351856,0.3577900164778698,0.0,0.0,6.085088135435126,0.0,0.0,0.0,1
6.139158568018331,2.279683379036256,5.877749718376293,1.668562589494643,6.853161546342519,1.8254461142323024,8.001923511424934,0.8695731526956794,0.0,6.430088608010818,7.139560166459333,0.0,0.0,0.0,0.22659564453781922,3.7966837877709123,3.024746010077576,2.540359355664376,14.302913730011845,11.508956850536364,1.6103916583074191,11.68193726242918,0.0,0.30190194695028083,6.398112035237411,11.552199029789112,32.55145342750938,35.46770522638219,37.20543963472818,34.48242297501941,12.854492198303648,4.085942086986437,1.6840371700449177,36.449790467730956,58.23360747098467,73.29357330259111,79.11334801485137,61.21993063407666,27.75460853960028,11.300777214867288,7.154157590106367,17.93732876593329,55.034539186588994,73.25741189847108,62.43157779864378,60.210631561080376,26.282254434278418,6.179978493219065,5.662326794947641,4.743498504656734,28.816590639255775,20.363285757469434,32.59828575221129,19.173800386805567,15.45308624777892,4.363564439572412,4.620620447193287,8.263070822837289,1.412401992159733,2.9914709183608696,10.357579283440586,13.752857599609916,0.0,0.0,4
6.1385046479253935,0.5844885358909349,6.613294643630257,7.795295996101981,6.0547681447059905,0.0,4.646059239298819,0.0,1.358455418363803,0.0,2.997928025055751,0.0,0.4939209382775781,0.0,2.5116892801709167,0.0,0.0,0.845148350672331,3.2339512185416126,7.730522079333058,14.917517930120848,8.071139895400698,4.603504145668686,1.0489285854031083,2.832634644901436,6.835295237639167,26.418750663239166,40.95358867433154,36.95818187364,39.849396301161946,18.21464495404727,0.7812831205517228,2.8727155205694537,13.926321595749135,57.82986310513769,73.26471835592503,74.0962526703995,73.28843794547986,30.933198032295397,1.589313118545133,1.4034402739236367,14.631679093400258,49.35292800417689,68.11156016834998,69.34477342900267,71.71555805310734,29.432363899135318,3.3010888683863238,0.18981884368775015,10.171943040520034,20.627941296310794,27.08845687769758,33.12752615167267,21.94220389623335,7.280047471460309,0.0,7.6169736799314425,0.0,6.464976006378612,2.9387882619086967,1.0170653250220498,2.260786031452091,0.010794078727789813,3.643122056081356,4
5.971968745131932,0.19018483263777897,3.134740208531375,0.0,1.0820301890684452,1.9744851652643103,0.0,2.578426045514887,0.0,0.012783911329463882,0.0,3.6046636666703096,0.0,0.0,2.8076472555246634,0.0,0.5160729034928369,0.7480649854706258,0.0,8.034937252752169,15.540015197425866,16.264997244405304,8.749343915868282,1.4587537151225998,0.0,7.055924138757181,20.56227899643876,32.101058385271806,32.15985077678323,54.50826945668242,33.92139556242677,0.0,0.9457692978093171,0.7011111290195355,27.552811299199185,45.47053364601483,56.237093348145144,64.19196977163712,41.585567022092185,5.133922515862068,6.559971002192052,3.3041844704164354,14.617924949937207,27.26890719170857,23.985087898439275,33.52947968460119,23.775932552452307,1.885722632006439,0.0,4.093801351453621,5.713865138748759,0.0,9.283913023142812,3.7983767523493164,4.043020145298501,1.9652634564088702,0.0,2.7351711775281995,0.22434808031911802,0.0,6.611737797265948,1.00426123437878,0.0,1.6654595217325792,2
1.285239392331269,0.0,1.9245567767599248,0.0,0.0,0.0,0.0,5.990880355287903,1.6952220805558724,0.0,4.163856853006123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06874680897079433,8.871720357477438,6.971806855202155,3.8758539938257925,0.0,0.7869997496413423,0.0,23.336484924083116,39.129792826014345,38.49692712639033,46.661350186930186,37.63188047953337,17.490159431203605,0.0,8.990485677828001,32.027863151523896,62.73605505392423,75.07223136711774,81.61857068256084,68.59930480229218,25.013924300170537,9.101793599110184,2.6574058851751654,27.42450902456855,57.987906301581255,65.55771996402173,71.80864497203936,49.699031242683056,23.70586216357779,5.071836850893199,0.9997061609473226,3.4519087780133275,19.115470677703534,18.33995119076967,18.196482165644436,5.335789057075381,3.5153312190232793,0.2910430238721361,4.395071710243099,0.0,5.597367609082193,0.0,0.33361881901892,0.0,0.0,0.0,4
5.125451422152277,1.9557141239178693,1.6166507469031566,0.0,4.890810112379966,1.0650972921479713,2.7184730487266493,8.701879485999795,0.0,0.0,1.0425222964419962,1.1925932122551837,0.0,0.4339371950265743,2.440998354108964,9.163420546124396,4.533868738774968,0.0,8.171795896447353,18.339250600091077,8.32335888282012,11.647567426346463,5.865993634567488,0.02725155428973003,0.0,17.413268936005444,43.69694630750832,52.6184531565659,43.572863579185416,56.1420103971419,27.921014623872274,10.459481268689695,0.0,13.677529780961008,53.568793130214665,79.99992061163626,64.98584089401368,69.55650015701376,32.34321547128067,8.865524628972597,6.085374155238713,2.0067112883606812,32.032840085905434,46.838739271348004,36.08987493138772,41.58183808681269,13.125960700699315,4.101459851119207,1.81560876774856,8.181378335250422,3.732165895388621,1.9155639907351665,8.213490969144885,11.011191238366752,2.35996088304797,2.0032082327826446,0.0,0.0,0.0,0.0,5.1094379794714,4.157717769835343,0.4083102987079878,0.0,0
2.7813974458745854,5.305457446966563,0.5069604828485843,12.402670098656964,1.1619009612282722,8.92886999195295,0.3446382023757407,0.0010700230456611726,0.0,4.423433873763344,15.845860425662831,11.181794120949593,17.36963491941451,15.548128178924022,9.533662578119161,7.174672105384367,4.758079779486068,20.398485901818198,45.406868651078256,64.62266042387924,66.42281591013516,46.460341393475176,26.690099529417793,14.101573893449117,0.6612772223630192,31.88960204560171,65.21073612692979,89.73106534331741,88.96124192665076,79.36899130834263,46.14750136220874,11.188918237909967,6.838169465120153,23.910483763469855,54.28042858405418,76.79939921284253,80.12714283338548,67.0224168296292,39.34039498561946,4.420755401081927,5.062954314383603,15.468778487470832,31.103200776619538,33.4655632270496,34.37413964724596,30.345138935499367,16.552697349333183,10.14386210239672,0.0,2.4636764359712764,2.298746314305195,8.691699268140875,9.595934521899217,4.947360490284156,4.843152680963897,2.1174377500462542,0.0,0.0,2.0418993872175615,0.7433785936280195,6.277216671326352,0.19412194148955675,0.0,5.035279481309916,3
0.0,0.0,2.4176856847494053,3.1080232514216477,0.0,0.0,10.143610049999038,0.6097559163391639,2.4154576842382602,1.7478920207442594,6.6199975800570705,4.843988879224794,10.75341850746345,6.3033961103044955,4.710100537150221,1.7819763898167724,0.9126218473512457,0.0,12.529133588027008,16.44059917780697,11.14399740752421,7.944339125993888,13.386855589220385,0.21949635159687952,0.0,18.314156722472138,41.618923582392114,56.55118145873905,52.62481682863242,46.778813573779004,21.94048138433803,10.22109095686561,9.290701260323846,41.633532673526325,78.99130799271202,100.0,100.0,91.2771582119769,44.99026729682535,8.748557430563714,6.125717451951784,32.01502964500079,58.63124960972399,78.93929051501557,83.93011314318584,60.833552524233234,38.026536689398654,10.330522957976685,7.088913689007796,6.967707641379425,24.401290534561646,38.27187183678732,37.668425244463656,34.76935377442522,19.610740898049116,6.692742232670872,2.7006220998112975,6.206220769066327,6.010908859611895,0.0,1.6855704780957081,8.708832176065236,2.8724718480324984,0.0,4
0.0,0.0,2.591336715935509,0.268861178526978,0.0,0.0,0.0,0.0,0.0,0.0,3.2602814891692566,4.226381037164814,0.0,4.580227536044573,2.877987101217342,2.929097945412792,0.04547559483089832,0.0,12.14059408637141,11.445947777739047,14.724706714472994,12.512180810028289,15.601746445137202,0.20931267029427403,0.0,6.370459527216132,37.14618680900927,45.372382496681624,49.39944303016482,53.99146774073286,45.89983433160901,11.886257340509452,0.0,15.43782859118503,37.367120066608024,60.85510787717099,71.62560498286938,78.7867710720058,55.5755359467141,12.453092853500305,1.3075553833391749,10.016208406242685,27.268076098370173,35.49602729138152,32.75961077271151,43.056479639908254,24.14673812172166,3.202574955980367,0.0,8.55971664816024,9.33110421889418,6.132401915773761,10.33083673621816,6.169846113300371,5.239155006189385,0.0,0.2713833184363244,0.0,0.0,0.0,0.4730827243957653,3.6316466274198613,0.0,0.0,2
0.0,0.0,6.002076046841878,0.0,0.0,0.43557625761674745,0.7443972928567009,0.0,1.4112707327493859,6.284362505395537,7.112564408189582,2.502924414545288,6.136516894738447,4.888021241302708,11.14646496359809,2.054446716975703,0.0,0.7854132588720493,24.43435113291771,32.969715245924576,34.18855951033514,42.37037399012783,19.00800411688173,0.36517772006618243,0.0,19.088543640145062,63.8293632592963,75.13375120599868,76.77702892973005,75.64892664208483,31.243221581921578,0.0,2.926395246530851,13.48224969804885,57.76701300681965,76.14275535615045,80.21730257209714,75.4574690428262,31.518617068751347,0.0,0.0,9.762149291247294,26.160186295150776,36.013049517013854,40.034603547163435,38.88990717958027,9.962586822471465,0.0,0.0,5.183548219664638,4.142292553483676,6.8720434967295265,4.491147112332119,6.039008717330784,0.0,0.0,4.200311750542046,3.6939297791867056,0.0,0.0,0.0,1.0669056573060582,0.0,0.0,3
